# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
3.589999999999999858e+00 1.337000000000000089e-18
3.673999999999999932e+00 1.366000000000000088e-18
3.759999999999999787e+00 1.394000000000000055e-18
3.846999999999999975e+00 1.422000000000000022e-18
3.936999999999999833e+00 1.451000000000000021e-18
4.028999999999999915e+00 1.478999999999999988e-18
4.123000000000000220e+00 1.506999999999999955e-18
4.219000000000000306e+00 1.534000000000000080e-18
4.317999999999999616e+00 1.562000000000000047e-18
4.418999999999999595e+00 1.590000000000000014e-18
4.522000000000000242e+00 1.616999999999999947e-18
4.626999999999999780e+00 1.644000000000000073e-18
4.735000000000000320e+00 1.671000000000000006e-18
4.846000000000000085e+00 1.697999999999999940e-18
4.958999999999999631e+00 1.725000000000000066e-18
5.075000000000000178e+00 1.751000000000000158e-18
5.192999999999999616e+00 1.776999999999999866e-18
5.314000000000000057e+00 1.802999999999999959e-18
5.437999999999999723e+00 1.829000000000000052e-18
5.565000000000000391e+00 1.853999999999999918e-18
5.695000000000000284e+00 1.880000000000000011e-18
5.828000000000000291e+00 1.904999999999999878e-18
5.964000000000000412e+00 1.930000000000000130e-18
6.102999999999999758e+00 1.954000000000000157e-18
6.246000000000000441e+00 1.978000000000000183e-18
6.392000000000000348e+00 2.001999999999999824e-18
6.541000000000000369e+00 2.025999999999999851e-18
6.692999999999999616e+00 2.049999999999999877e-18
6.849999999999999645e+00 2.073000000000000063e-18
7.009999999999999787e+00 2.095999999999999863e-18
7.173000000000000043e+00 2.119000000000000049e-18
7.341000000000000192e+00 2.141000000000000009e-18
7.511999999999999567e+00 2.163999999999999810e-18
7.687000000000000277e+00 2.186000000000000155e-18
7.866999999999999993e+00 2.206999999999999889e-18
8.050000000000000711e+00 2.228999999999999849e-18
8.237999999999999545e+00 2.249999999999999968e-18
8.429999999999999716e+00 2.271000000000000088e-18
8.627000000000000668e+00 2.291999999999999822e-18
8.829000000000000625e+00 2.312999999999999941e-18
9.035000000000000142e+00 2.332999999999999835e-18
9.246000000000000441e+00 2.353000000000000114e-18
9.461000000000000298e+00 2.373000000000000007e-18
9.682000000000000384e+00 2.392999999999999901e-18
9.907999999999999474e+00 2.411999999999999954e-18
1.014000000000000057e+01 2.431999999999999847e-18
1.038000000000000078e+01 2.450999999999999900e-18
1.061999999999999922e+01 2.469999999999999953e-18
1.086999999999999922e+01 2.489000000000000006e-18
1.111999999999999922e+01 2.506999999999999833e-18
1.138000000000000078e+01 2.525999999999999886e-18
1.164000000000000057e+01 2.544000000000000099e-18
1.191999999999999993e+01 2.561999999999999926e-18
1.218999999999999950e+01 2.580000000000000138e-18
1.248000000000000043e+01 2.597999999999999966e-18
1.276999999999999957e+01 2.616000000000000178e-18
1.307000000000000028e+01 2.633000000000000164e-18
1.336999999999999922e+01 2.650999999999999992e-18
1.368999999999999950e+01 2.668999999999999819e-18
1.400999999999999979e+01 2.686000000000000191e-18
1.433000000000000007e+01 2.703000000000000177e-18
1.466999999999999993e+01 2.721000000000000004e-18
1.500999999999999979e+01 2.737999999999999991e-18
1.535999999999999943e+01 2.754999999999999978e-18
1.572000000000000064e+01 2.771999999999999964e-18
1.607999999999999829e+01 2.788999999999999951e-18
1.646000000000000085e+01 2.807000000000000163e-18
1.683999999999999986e+01 2.824000000000000150e-18
1.723999999999999844e+01 2.841000000000000136e-18
1.764000000000000057e+01 2.858999999999999963e-18
1.805000000000000071e+01 2.875999999999999950e-18
1.846999999999999886e+01 2.894000000000000162e-18
1.889999999999999858e+01 2.911000000000000149e-18
1.935000000000000142e+01 2.928999999999999976e-18
1.980000000000000071e+01 2.947000000000000188e-18
2.026000000000000156e+01 2.965000000000000016e-18
2.073000000000000043e+01 2.982999999999999843e-18
2.121999999999999886e+01 3.001999999999999896e-18
2.171000000000000085e+01 3.020000000000000108e-18
2.221999999999999886e+01 3.039000000000000161e-18
2.273999999999999844e+01 3.057999999999999829e-18
2.326999999999999957e+01 3.078000000000000108e-18
2.380999999999999872e+01 3.097000000000000161e-18
2.437000000000000099e+01 3.117999999999999895e-18
2.492999999999999972e+01 3.138000000000000174e-18
2.551999999999999957e+01 3.158999999999999908e-18
2.610999999999999943e+01 3.180000000000000027e-18
2.671999999999999886e+01 3.201999999999999987e-18
2.733999999999999986e+01 3.225000000000000173e-18
2.798000000000000043e+01 3.247999999999999974e-18
2.864000000000000057e+01 3.271000000000000159e-18
2.930000000000000071e+01 3.295000000000000186e-18
2.998999999999999844e+01 3.320000000000000053e-18
3.069000000000000128e+01 3.346000000000000145e-18
3.139999999999999858e+01 3.373000000000000079e-18
3.214000000000000057e+01 3.402000000000000079e-18
3.289000000000000057e+01 3.431000000000000078e-18
3.365999999999999659e+01 3.460999999999999919e-18
3.443999999999999773e+01 3.492000000000000370e-18
3.524000000000000199e+01 3.525000000000000117e-18
3.607000000000000028e+01 3.560000000000000316e-18
3.690999999999999659e+01 3.595999999999999971e-18
3.777000000000000313e+01 3.635000000000000302e-18
3.864999999999999858e+01 3.676000000000000315e-18
3.954999999999999716e+01 3.720000000000000235e-18
4.047999999999999687e+01 3.767000000000000062e-18
4.142000000000000171e+01 3.816999999999999796e-18
4.239000000000000057e+01 3.870000000000000208e-18
4.338000000000000256e+01 3.926999999999999981e-18
4.439000000000000057e+01 3.987999999999999888e-18
4.542999999999999972e+01 4.055000000000000379e-18
4.649000000000000199e+01 4.126000000000000232e-18
4.757000000000000028e+01 4.204000000000000125e-18
4.867999999999999972e+01 4.287999999999999832e-18
4.982000000000000028e+01 4.379000000000000349e-18
5.097999999999999687e+01 4.478000000000000362e-18
5.217000000000000171e+01 4.584999999999999870e-18
5.339000000000000057e+01 4.702000000000000094e-18
5.464000000000000057e+01 4.828000000000000040e-18
5.590999999999999659e+01 4.965000000000000159e-18
5.721999999999999886e+01 5.112999999999999679e-18
5.854999999999999716e+01 5.273999999999999824e-18
5.992000000000000171e+01 5.447000000000000367e-18
6.132000000000000028e+01 5.634999999999999675e-18
6.275000000000000000e+01 5.836999999999999833e-18
6.420999999999999375e+01 6.054999999999999751e-18
6.570999999999999375e+01 6.290999999999999882e-18
6.723999999999999488e+01 6.542999999999999774e-18
6.881000000000000227e+01 6.811999999999999652e-18
7.042000000000000171e+01 7.100000000000000739e-18
7.206000000000000227e+01 7.406000000000000497e-18
7.375000000000000000e+01 7.733000000000000375e-18
7.546999999999999886e+01 8.078999999999999921e-18
7.723000000000000398e+01 8.445999999999999586e-18
7.903000000000000114e+01 8.833000000000000685e-18
8.087999999999999545e+01 9.241000000000000363e-18
8.276000000000000512e+01 9.672000000000000612e-18
8.468999999999999773e+01 1.012000000000000008e-17
8.667000000000000171e+01 1.058999999999999989e-17
8.868999999999999773e+01 1.107999999999999959e-17
9.076000000000000512e+01 1.159000000000000073e-17
9.287999999999999545e+01 1.212000000000000022e-17
9.504999999999999716e+01 1.266999999999999960e-17
9.726999999999999602e+01 1.324000000000000042e-17
9.954000000000000625e+01 1.382000000000000042e-17
1.019000000000000057e+02 1.441999999999999877e-17
1.042000000000000028e+02 1.504999999999999927e-17
1.067000000000000028e+02 1.567999999999999977e-17
1.092000000000000028e+02 1.631999999999999944e-17
1.117000000000000028e+02 1.698000000000000055e-17
1.142999999999999972e+02 1.765000000000000084e-17
1.170000000000000000e+02 1.833000000000000030e-17
1.197000000000000028e+02 1.903000000000000120e-17
1.225000000000000000e+02 1.972999999999999902e-17
1.254000000000000057e+02 2.043999999999999909e-17
1.283000000000000114e+02 2.116000000000000142e-17
1.313000000000000114e+02 2.188999999999999985e-17
1.344000000000000057e+02 2.263000000000000053e-17
1.375000000000000000e+02 2.337000000000000122e-17
1.406999999999999886e+02 2.412000000000000108e-17
1.440000000000000000e+02 2.488000000000000012e-17
1.473000000000000114e+02 2.563999999999999915e-17
1.508000000000000114e+02 2.640000000000000127e-17
1.543000000000000114e+02 2.717999999999999866e-17
1.579000000000000057e+02 2.795000000000000304e-17
1.615999999999999943e+02 2.873999999999999961e-17
1.654000000000000057e+02 2.953000000000000234e-17
1.691999999999999886e+02 3.032999999999999808e-17
1.731999999999999886e+02 3.112999999999999999e-17
1.771999999999999886e+02 3.193000000000000189e-17
1.813000000000000114e+02 3.275000000000000215e-17
1.855999999999999943e+02 3.357000000000000241e-17
1.899000000000000057e+02 3.440000000000000184e-17
1.943000000000000114e+02 3.523000000000000128e-17
1.989000000000000057e+02 3.606999999999999989e-17
2.035000000000000000e+02 3.691999999999999768e-17
2.083000000000000114e+02 3.778000000000000081e-17
2.130999999999999943e+02 3.864999999999999695e-17
2.180999999999999943e+02 3.953999999999999761e-17
2.231999999999999886e+02 4.042999999999999826e-17
2.284000000000000057e+02 4.132999999999999810e-17
2.336999999999999886e+02 4.225000000000000244e-17
2.391999999999999886e+02 4.317999999999999981e-17
2.448000000000000114e+02 4.412000000000000251e-17
2.505000000000000000e+02 4.507999999999999740e-17
2.563000000000000114e+02 4.604999999999999763e-17
2.623000000000000114e+02 4.704000000000000238e-17
2.683999999999999773e+02 4.804999999999999932e-17
2.746999999999999886e+02 4.907000000000000159e-17
2.811000000000000227e+02 5.011000000000000222e-17
2.876999999999999886e+02 5.117000000000000120e-17
2.943999999999999773e+02 5.224999999999999854e-17
3.013000000000000114e+02 5.334000000000000121e-17
3.083000000000000114e+02 5.446000000000000142e-17
3.155000000000000000e+02 5.561000000000000531e-17
3.228999999999999773e+02 5.676999999999999606e-17
3.303999999999999773e+02 5.795999999999999666e-17
3.381000000000000227e+02 5.917999999999999479e-17
3.460000000000000000e+02 6.042000000000000360e-17
3.541000000000000227e+02 6.168999999999999761e-17
3.623000000000000114e+02 6.298000000000000230e-17
3.708000000000000114e+02 6.431000000000000370e-17
3.795000000000000000e+02 6.566000000000000345e-17
3.883000000000000114e+02 6.704000000000000073e-17
3.973999999999999773e+02 6.845999999999999471e-17
4.066000000000000227e+02 6.989999999999999938e-17
4.161000000000000227e+02 7.138999999999999992e-17
4.258999999999999773e+02 7.289999999999999882e-17
4.358000000000000114e+02 7.444999999999999443e-17
4.460000000000000000e+02 7.603999999999999906e-17
4.563999999999999773e+02 7.767000000000000040e-17
4.670000000000000000e+02 7.933999999999999845e-17
4.778999999999999773e+02 8.103999999999999403e-17
4.891000000000000227e+02 8.279999999999999699e-17
5.005000000000000000e+02 8.458999999999999748e-17
5.122000000000000455e+02 8.642999999999999385e-17
5.241000000000000227e+02 8.830999999999999925e-17
5.363999999999999773e+02 9.024000000000000054e-17
5.488999999999999773e+02 9.221999999999999771e-17
5.617000000000000455e+02 9.425000000000000308e-17
5.747999999999999545e+02 9.633000000000000434e-17
5.882000000000000455e+02 9.847000000000000066e-17
6.018999999999999773e+02 1.007000000000000019e-16
6.160000000000000000e+02 1.029000000000000056e-16
6.303999999999999773e+02 1.052000000000000011e-16
6.451000000000000227e+02 1.076000000000000006e-16
6.601000000000000227e+02 1.100000000000000002e-16
6.756000000000000227e+02 1.125000000000000038e-16
6.912999999999999545e+02 1.151000000000000115e-16
7.075000000000000000e+02 1.176999999999999946e-16
7.240000000000000000e+02 1.203999999999999941e-16
7.408999999999999773e+02 1.232000000000000100e-16
7.582000000000000455e+02 1.260000000000000013e-16
7.758999999999999773e+02 1.289000000000000090e-16
7.940000000000000000e+02 1.319000000000000084e-16
8.125000000000000000e+02 1.349999999999999996e-16
8.315000000000000000e+02 1.382000000000000073e-16
8.508999999999999773e+02 1.413999999999999902e-16
8.707000000000000455e+02 1.448000000000000060e-16
8.910000000000000000e+02 1.481999999999999972e-16
9.117999999999999545e+02 1.517000000000000048e-16
9.331000000000000227e+02 1.553000000000000041e-16
9.548999999999999773e+02 1.591000000000000116e-16
9.772000000000000455e+02 1.628999999999999945e-16
1.000000000000000000e+03 1.667999999999999938e-16
-----------------------


Inelastic power loss /N (eV m3/s)
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000021e-02 3.662000000000000055e-21
1.022999999999999951e-02 3.829000000000000092e-21
1.047000000000000014e-02 4.002999999999999820e-21
1.072000000000000036e-02 4.185000000000000054e-21
1.097000000000000058e-02 4.375000000000000042e-21
1.122000000000000081e-02 4.572999999999999784e-21
1.148000000000000062e-02 4.780000000000000096e-21
1.175000000000000003e-02 4.996000000000000225e-21
1.203000000000000076e-02 5.222000000000000234e-21
1.230999999999999976e-02 5.457000000000000061e-21
1.260000000000000009e-02 5.702999999999999832e-21
1.289000000000000042e-02 5.960000000000000299e-21
1.319000000000000034e-02 6.227999999999999958e-21
1.349999999999999985e-02 6.507000000000000312e-21
1.380999999999999936e-02 6.797999999999999922e-21
1.413999999999999979e-02 7.103000000000000417e-21
1.447000000000000022e-02 7.420000000000000168e-21
1.480000000000000066e-02 7.750999999999999300e-21
1.515000000000000027e-02 8.095999999999999318e-21
1.549999999999999989e-02 8.455000000000000222e-21
1.585999999999999910e-02 8.830000000000000634e-21
1.623000000000000137e-02 9.221000000000000554e-21
1.660999999999999976e-02 9.628999999999999293e-21
1.700000000000000122e-02 1.004999999999999961e-20
1.739999999999999880e-02 1.049999999999999950e-20
1.779999999999999985e-02 1.096000000000000002e-20
1.822000000000000008e-02 1.144000000000000031e-20
1.864000000000000032e-02 1.194000000000000036e-20
1.907999999999999974e-02 1.246000000000000017e-20
1.951999999999999916e-02 1.299999999999999974e-20
1.998000000000000123e-02 1.356000000000000057e-20
2.044999999999999943e-02 1.415000000000000030e-20
2.092000000000000109e-02 1.476000000000000129e-20
2.140999999999999848e-02 1.539999999999999967e-20
2.190999999999999892e-02 1.605999999999999931e-20
2.241999999999999896e-02 1.674999999999999934e-20
2.295000000000000165e-02 1.746000000000000065e-20
2.348000000000000087e-02 1.819999999999999933e-20
2.402999999999999928e-02 1.898000000000000055e-20
2.459000000000000075e-02 1.978000000000000003e-20
2.517000000000000140e-02 2.060999999999999989e-20
2.574999999999999858e-02 2.147999999999999929e-20
2.634999999999999842e-02 2.236999999999999994e-20
2.697000000000000092e-02 2.330999999999999925e-20
2.759999999999999953e-02 2.426999999999999982e-20
2.824000000000000121e-02 2.526999999999999992e-20
2.889999999999999861e-02 2.630999999999999954e-20
2.957999999999999866e-02 2.739000000000000169e-20
3.026999999999999830e-02 2.851000000000000035e-20
3.097000000000000100e-02 2.966000000000000241e-20
3.169999999999999901e-02 3.086000000000000012e-20
3.243999999999999662e-02 3.210000000000000036e-20
3.318999999999999728e-02 3.339000000000000226e-20
3.397000000000000020e-02 3.471000000000000154e-20
3.475999999999999923e-02 3.609000000000000162e-20
3.556999999999999745e-02 3.749999999999999907e-20
3.640000000000000180e-02 3.896999999999999732e-20
3.724999999999999839e-02 4.048999999999999722e-20
3.812000000000000111e-02 4.204999999999999966e-20
3.901000000000000301e-02 4.365999999999999773e-20
3.991999999999999715e-02 4.533000000000000262e-20
4.084999999999999742e-02 4.704999999999999713e-20
4.180999999999999994e-02 4.881999999999999931e-20
4.277999999999999858e-02 5.063999999999999714e-20
4.377999999999999947e-02 5.252000000000000177e-20
4.479999999999999954e-02 5.445000000000000205e-20
4.585000000000000187e-02 5.644999999999999622e-20
4.692000000000000337e-02 5.848999999999999894e-20
4.800999999999999712e-02 6.060000000000000158e-20
4.913000000000000006e-02 6.276000000000000588e-20
5.027999999999999831e-02 6.498999999999999806e-20
5.145000000000000268e-02 6.727000000000000393e-20
5.265999999999999848e-02 6.961000000000000458e-20
5.387999999999999734e-02 7.200999999999999999e-20
5.514000000000000151e-02 7.447999999999999533e-20
5.643000000000000099e-02 7.700999999999999746e-20
5.775000000000000272e-02 7.959999999999999437e-20
5.908999999999999669e-02 8.224999999999999808e-20
6.047000000000000292e-02 8.495999999999999657e-20
6.187999999999999751e-02 8.773999999999999497e-20
6.332999999999999741e-02 9.058000000000000017e-20
6.481000000000000649e-02 9.349000000000000530e-20
6.632000000000000395e-02 9.646000000000000519e-20
6.786999999999999977e-02 9.950000000000000500e-20
6.944999999999999785e-02 1.025999999999999996e-19
7.106999999999999429e-02 1.057999999999999975e-19
7.273000000000000298e-02 1.090000000000000074e-19
7.442999999999999616e-02 1.122999999999999966e-19
7.617000000000000159e-02 1.156999999999999891e-19
7.793999999999999539e-02 1.191000000000000057e-19
7.975999999999999757e-02 1.227000000000000048e-19
8.162999999999999423e-02 1.262000000000000006e-19
8.352999999999999314e-02 1.299000000000000031e-19
8.548000000000000043e-02 1.336000000000000056e-19
8.747000000000000608e-02 1.374999999999999906e-19
8.952000000000000235e-02 1.413999999999999997e-19
9.160999999999999699e-02 1.453000000000000088e-19
9.374000000000000388e-02 1.494000000000000004e-19
9.593000000000000138e-02 1.534999999999999921e-19
9.816999999999999338e-02 1.577999999999999904e-19
1.005000000000000060e-01 1.620999999999999887e-19
1.028000000000000025e-01 1.665999999999999937e-19
1.052000000000000018e-01 1.710999999999999986e-19
1.077000000000000041e-01 1.758000000000000102e-19
1.102000000000000063e-01 1.806000000000000010e-19
1.126999999999999946e-01 1.854999999999999952e-19
1.154000000000000026e-01 1.904999999999999926e-19
1.180999999999999966e-01 1.956999999999999967e-19
1.208000000000000046e-01 2.010000000000000042e-19
1.236000000000000015e-01 2.064999999999999942e-19
1.265000000000000013e-01 2.121000000000000116e-19
1.295000000000000040e-01 2.180000000000000148e-19
1.325000000000000067e-01 2.240000000000000214e-19
1.355999999999999983e-01 2.301999999999999865e-19
1.388000000000000067e-01 2.366000000000000064e-19
1.419999999999999873e-01 2.432999999999999881e-19
1.453000000000000125e-01 2.501999999999999764e-19
1.486999999999999988e-01 2.574000000000000228e-19
1.522000000000000020e-01 2.647999999999999796e-19
1.557000000000000051e-01 2.724999999999999945e-19
1.593999999999999861e-01 2.806000000000000226e-19
1.630999999999999950e-01 2.889000000000000093e-19
1.668999999999999928e-01 2.976000000000000092e-19
1.708000000000000074e-01 3.067000000000000224e-19
1.748000000000000109e-01 3.160999999999999974e-19
1.789000000000000035e-01 3.259999999999999890e-19
1.829999999999999960e-01 3.361999999999999906e-19
1.872999999999999943e-01 3.469000000000000088e-19
1.917000000000000093e-01 3.580999999999999954e-19
1.960999999999999965e-01 3.696999999999999953e-19
2.006999999999999895e-01 3.819000000000000152e-19
2.053999999999999992e-01 3.946000000000000034e-19
2.101999999999999980e-01 4.078000000000000083e-19
2.151000000000000134e-01 4.216999999999999883e-19
2.200999999999999901e-01 4.361000000000000330e-19
2.253000000000000003e-01 4.511999999999999565e-19
2.305000000000000104e-01 4.669999999999999995e-19
2.358999999999999986e-01 4.833999999999999662e-19
2.414000000000000035e-01 5.004999999999999561e-19
2.470999999999999863e-01 5.183999999999999725e-19
2.528000000000000247e-01 5.371000000000000155e-19
2.586999999999999855e-01 5.565999999999999888e-19
2.647999999999999798e-01 5.768999999999999887e-19
2.708999999999999742e-01 5.981000000000000184e-19
2.772999999999999909e-01 6.201999999999999817e-19
2.837000000000000077e-01 6.432999999999999782e-19
2.903999999999999915e-01 6.673000000000000045e-19
2.970999999999999752e-01 6.923999999999999711e-19
3.040999999999999814e-01 7.184999999999999709e-19
3.111999999999999766e-01 7.458000000000000105e-19
3.184000000000000163e-01 7.740999999999999870e-19
3.259000000000000230e-01 8.037000000000000067e-19
3.335000000000000187e-01 8.344999999999999700e-19
3.412000000000000033e-01 8.665999999999999763e-19
3.492000000000000104e-01 9.000000000000000259e-19
3.573999999999999955e-01 9.346999999999999260e-19
